year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2013,Lexus,RX 350,Base,SUV,automatic,2t2bk1ba8dc191589,ca,46.0,21932.0,burgundy,black,desert auto trade,36200.0,37750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap8dc261914,ca,35.0,45568.0,black,black,merchants leasing,12550.0,12000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb2dr241947,ca,43.0,22984.0,white,black,mercedes-benz financial services,22800.0,21750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Mazda,Mazda5,Touring,Minivan,automatic,jm1cw2cl5d0150799,ca,39.0,37664.0,gray,black,avis rac/san leandro,11750.0,13000.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2013,Mitsubishi,Lancer,Ralliart,Sedan,automatic,ja32v6fv9du003475,ca,36.0,27059.0,blue,black,tycon enterprises,19600.0,18900.0,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37 Sport,G Coupe,manual,jn1cv6ek1dm920250,ca,35.0,19058.0,black,black,nissan infiniti lt,27300.0,28750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,MINI,Cooper Clubman,Base,Hatchback,automatic,wmwzf3c50dt489905,ca,38.0,36764.0,white,black,avis rac/san leandro,13500.0,14000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db5da525549,ca,44.0,10862.0,black,black,fratelli investment group,57200.0,57250.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Mazda,Mazda5,Sport,Minivan,automatic,jm1cw2bl0d0149559,ca,44.0,14818.0,black,black,jpmorgan chase bank n.a.,13850.0,15000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb8dr256694,ca,43.0,23941.0,black,gray,hoehn motors inc,22600.0,21750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a61dg178423,ca,36.0,11238.0,gray,black,kia motors finance,22400.0,23000.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3apxdc256245,ca,38.0,38444.0,gray,black,avis rac/san leandro,12850.0,13500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,M,M37,Sedan,automatic,jn1by1ap2dm514632,ca,43.0,9810.0,silver,black,nissan north america inc.,34600.0,30000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap3dc208697,ca,41.0,21968.0,white,beige,nissan dealer blend/ross nissan of el monte,13650.0,13750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C63 AMG,Coupe,automatic,wddgj7hb6dg060457,ca,25.0,10972.0,—,black,mercedes-benz usa,46700.0,36500.0,Thu Feb 12 2015 04:00:00 GMT-0800 (PST)
2013,Kia,Forte,EX,Sedan,automatic,knafu4a20d5658140,ca,37.0,33980.0,gray,gray,kia motors finance,10200.0,10400.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Kia,Rio,LX,Sedan,automatic,knadm4a31d6173631,ca,3.0,37213.0,red,gray,enterprise veh exchange/rental,8725.0,9500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar0dm754449,ca,33.0,38131.0,—,black,the hertz corporation,21600.0,20000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a61dg171696,ca,23.0,38247.0,red,black,kia motors finance,19850.0,17000.0,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Sport,Supercharged Limited Edition,SUV,automatic,salsh2e49da763586,ca,37.0,26757.0,black,gray,jpmorgan chase bank n.a.,61000.0,60000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Lexus,ES 350,Base,Sedan,automatic,jthbk1gg3d2061489,ca,36.0,20880.0,gray,beige,enterprise vehicle exchange/orange,29400.0,29300.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,E-Class,E350 Sport,Sedan,automatic,wddhf5kb1da703044,ca,47.0,31064.0,gray,black,mercedes-benz financial services,31000.0,30750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,E-Class,E350,Coupe,automatic,wddkj5kb4df191416,ca,45.0,19538.0,white,gray,mercedes-benz financial services,33200.0,32250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Lexus,GS 350,Base,Sedan,automatic,jthbe1bl4d5001280,ca,38.0,42813.0,black,gray,ubs wholesale,31900.0,31000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,M,M37,Sedan,automatic,jn1by1ap6dm514665,ca,45.0,8691.0,black,black,nissan north america inc.,34800.0,33500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a64dg097254,ca,36.0,30333.0,black,black,kia motors finance,20600.0,19900.0,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
2013,Mitsubishi,Outlander,SE,SUV,automatic,ja4jt3aw4du020776,ca,41.0,40498.0,brown,black,avis corporation,14200.0,14600.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Mitsubishi,Lancer,ES,Sedan,automatic,ja32u2fu2du019813,ca,28.0,38311.0,red,black,avis corporation,9900.0,10100.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6arxdm752904,ca,3.0,59042.0,—,black,the hertz corporation,19300.0,18801.0,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,E-Class,E350 Sport,Sedan,automatic,wddhf5kb6da718574,ca,47.0,10616.0,white,black,mercedes-benz financial services,34700.0,34750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8dm716708,ca,44.0,32635.0,black,black,nissan infiniti lt,21700.0,21750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Lexus,GS 350,Base,Sedan,automatic,jthbe1bl4d5006057,ca,46.0,22672.0,gold,brown,lexus financial services,34500.0,34500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C63 AMG,Sedan,automatic,wddgf7hb8da872198,ca,39.0,22514.0,silver,—,mercedes-benz finc wholesale advantage,43600.0,42750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c58dt546181,ca,39.0,42973.0,red,black,avis rac/san leandro,12400.0,12500.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Passat,SE PZEV,Sedan,automatic,1vwbp7a36dc103091,ca,1.0,22907.0,white,black,vw credit,14450.0,8000.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap5dn426516,ca,4.0,24498.0,—,black,nissan-infiniti lt,14350.0,14500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Corolla,LE,Sedan,automatic,5yfbu4ee5dp216754,ca,1.0,34915.0,black,gray,enterprise vehicle exchange / tra / rental / tulsa,11400.0,9200.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Volvo,XC60,3.2,SUV,automatic,yv4940dl7d2432124,ca,43.0,34933.0,white,black,avis corporation,21200.0,22900.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,Minivan,automatic,5tdkk3dc4ds344460,ca,35.0,49188.0,gray,tan,the hertz corporation,17150.0,18000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Juke,S,Hatchback,automatic,jn8af5mv4dt218618,ca,43.0,38134.0,gray,black,enterprise veh exchange/rental,13750.0,14400.0,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
2013,Toyota,Yaris,L,Hatchback,automatic,jtdktud33dd552876,ca,2.0,28412.0,white,gray,enterprise vehicle exchange / tra / rental / tulsa,9775.0,7800.0,Tue Dec 30 2014 13:00:00 GMT-0800 (PST)
2013,Nissan,Sentra,SR,Sedan,,3n1ab7ap2dl644629,ca,15.0,73267.0,silver,black,bmw alphera/alphera financial services,10600.0,9100.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Rogue,S,SUV,automatic,jn8as5mt6dw521005,ca,,36802.0,silver,black,santander consumer,13600.0,2800.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2013,Nissan,NV,1500 S,Van,automatic,1n6bf0km4dn103306,ca,1.0,47268.0,white,gray,enterprise vehicle exchange / tra / rental / tulsa,14850.0,14000.0,Wed Dec 17 2014 15:05:00 GMT-0800 (PST)
2013,Toyota,Corolla,S,Sedan,automatic,2t1bu4ee4dc089995,ca,47.0,19836.0,orange,black,consolidated asset recovery systems  inc.,13500.0,14100.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Corolla,LE,Sedan,automatic,5yfbu4ee9dp201867,ca,,30464.0,white,gray,hertz/tra,11650.0,4500.0,Wed Dec 17 2014 15:10:00 GMT-0800 (PST)
2013,Volkswagen,CC,R-Line PZEV,Sedan,automatic,wvwbp7an8de537909,ca,33.0,37628.0,black,black,avis rac/san leandro,14950.0,17100.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Leaf,SL,Hatchback,automatic,1n4az0cp7dc403583,ca,4.0,21826.0,—,black,nissan-infiniti lt,13100.0,15250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Volvo,XC60,3.2,SUV,automatic,yv4952dl6d2413654,ca,39.0,39860.0,blue,black,avis corporation,20400.0,20600.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Camry,LE,Sedan,automatic,4t4bf1fk5dr275482,ca,38.0,38882.0,red,beige,avis corporation,13200.0,13500.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Toyota,Camry,XLE,Sedan,automatic,4t1bk1fk0du529833,ca,5.0,2575.0,black,gray,the car exchange,21800.0,22000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Tacoma,PreRunner,Double Cab,automatic,5tfjx4gn8dx015982,ca,28.0,32198.0,blue,gray,manheim san diego,21200.0,20500.0,Tue Dec 23 2014 16:00:00 GMT-0800 (PST)
2013,Toyota,Corolla,S,Sedan,automatic,5yfbu4ee3dp081760,ca,,33754.0,silver,—,d auto man,12650.0,11000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwdp7aj7dm408489,ca,44.0,38680.0,white,black,avis rac/san leandro,10900.0,11800.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Subaru,Impreza WRX,Base,Sedan,manual,jf1gv7e63dg034961,ca,42.0,9419.0,blue,black,gossler motors,22600.0,23750.0,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Altima,3.5 SL,Sedan,automatic,1n4bl3ap4dc907342,ca,44.0,10929.0,black,black,nissan motor acceptance corporation,17250.0,20250.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,FJ Cruiser,Base,SUV,automatic,jtezu4bf8dk013024,ca,37.0,36431.0,black,black,avis rac/san leandro,25200.0,24200.0,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2013,Nissan,Versa,1.6 S Plus,Sedan,,3n1cn7ap3dl881422,ca,2.0,34469.0,white,black,hertz/tra,9750.0,4000.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2013,Subaru,Impreza WRX,Base,Sedan,manual,jf1gv7e65dg022651,ca,25.0,27196.0,blue,black,us bank,21800.0,21000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Corolla,LE,Sedan,automatic,5yfbu4ee7dp143368,ca,1.0,48744.0,—,gray,fox rent a car tra,10600.0,9500.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,automatic,3vwfp7at2dm654781,ca,44.0,37320.0,white,black,avis rac/san leandro,11400.0,11400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Rogue,S,SUV,,jn8as5mt2dw525715,ca,41.0,40924.0,—,black,nissan motor acceptance corporation,13200.0,13000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Avalon,XLE,Sedan,automatic,4t1bk1eb6du040855,ca,33.0,36159.0,silver,silver,toyota financial services/avis budget group-open,18850.0,19500.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2013,Scion,FR-S,Base,Coupe,automatic,jf1znaa14d2706815,ca,24.0,46283.0,red,black,stream llc dba stream remarketing solutions,15800.0,10600.0,Tue Dec 23 2014 13:30:00 GMT-0800 (PST)
2013,Nissan,NV200,S,Minivan,automatic,3n6cm0kn8dk691932,ca,4.0,9531.0,white,gray,nissan dealer blend/ross nissan of el monte,14550.0,16000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap7dc157978,ca,38.0,26637.0,—,black,nissan-infiniti lt,14150.0,14600.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,RAV4,LE,SUV,automatic,2t3bfrev6dw025809,ca,,54735.0,gray,gray,hertz/tra,16800.0,7000.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2013,Volkswagen,Passat,Wolfsburg Edition PZEV,Sedan,automatic,1vwap7a33dc063127,ca,1.0,27525.0,burgundy,black,american car finance inc,11650.0,4900.0,Wed Jan 07 2015 11:00:00 GMT-0800 (PST)
2013,Nissan,Rogue,S,SUV,automatic,jn8as5mv6dw607187,ca,21.0,67280.0,gray,black,the hertz corporation,12600.0,11000.0,Thu Jan 08 2015 11:30:00 GMT-0800 (PST)
2013,Nissan,Quest,SL,Minivan,,jn8ae2kp5d9067114,ca,47.0,10106.0,brown,gray,nissan north america inc.,25100.0,25750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,automatic,3vwfp7at0dm654617,ca,42.0,38180.0,silver,black,avis corporation,11450.0,11800.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Volkswagen,Jetta,TDI,Sedan,automatic,3vwll7aj9dm365104,ca,38.0,34988.0,gray,black,sierra auto investment co,16150.0,15500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Toyota,Tundra,Tundra,CrewMax Cab,automatic,5tfem5f11dx062107,ca,42.0,102345.0,—,gray,wheels exchange llc,18850.0,18500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap6dn529198,ca,41.0,13675.0,beige,tan,nissan-infiniti lt,15150.0,14750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,FJ Cruiser,Base,SUV,automatic,jtebu4bf8dk163958,ca,49.0,36465.0,brown,black,toyota financial services/avis budget group-open,26900.0,27000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Rogue,S,SUV,,jn8as5mt7dw521496,ca,41.0,22425.0,white,black,nissan motor acceptance corporation,15000.0,15250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Scion,tC,Base,Hatchback,manual,jtkjf5c75d3056716,ca,,19584.0,gray,black,toyota chula vista dba scion,13800.0,14400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap9dc233006,ca,41.0,5997.0,—,beige,nissan-infiniti lt,15700.0,17250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap0dc844429,ca,44.0,29616.0,white,black,nissan motor acceptance corporation,19000.0,22500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Porsche,Cayenne,Base,SUV,automatic,wp1aa2a26dla06093,ca,37.0,15746.0,gray,black,the hertz corporation,49300.0,46500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Sentra,S,Sedan,,3n1ab7ap0dl724057,ca,36.0,44428.0,white,gray,nissan motor acceptance corporation,11000.0,11000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Porsche,911,Carrera S,Convertible,automatic,wp0cb2a99ds155897,ca,46.0,16868.0,black,black,porsche financial services,80000.0,88500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Passat,SE PZEV,Sedan,automatic,1vwbp7a35dc065658,ca,35.0,37102.0,silver,black,avis corporation,13500.0,13500.0,Thu Jan 15 2015 03:30:00 GMT-0800 (PST)
2013,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwdp7aj3dm427539,ca,33.0,39554.0,black,black,avis corporation,10850.0,11400.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap9dn403384,ca,3.0,24185.0,black,black,california republic bank,14500.0,12900.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Xterra,S,SUV,automatic,5n1an0nw5dn811428,ca,4.0,37767.0,black,gray,avis rac/san leandro,18250.0,18300.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Versa,1.6 S Plus,Sedan,automatic,3n1cn7ap0dl867784,ca,43.0,26850.0,blue,black,a l financial corporation,10100.0,9500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Rogue,S,SUV,automatic,jn8as5mv7dw126624,ca,39.0,41214.0,gray,black,merchants automotive group,14250.0,13400.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Sentra,SR,Sedan,automatic,3n1ab7ap2dl764267,ca,37.0,29111.0,red,black,santander consumer,11900.0,12200.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Toyota,Tundra,Tundra,CrewMax Cab,automatic,5tfem5f14dx062358,ca,45.0,82186.0,—,beige,wheels exchange llc,19900.0,20250.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Passat,SE PZEV,Sedan,automatic,1vwbp7a34dc067174,ca,43.0,38611.0,black,black,avis rac/san leandro,12900.0,13900.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Sentra,S,Sedan,,3n1ab7ap9dl735283,ca,38.0,27457.0,—,black,nissan motor acceptance corporation,11950.0,11250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Xterra,S,SUV,automatic,5n1an0nw5dn811686,ca,48.0,32822.0,gray,gray,avis corporation,18750.0,19200.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Prius,Two,Hatchback,automatic,jtdkn3du1d5577332,ca,4.0,57865.0,silver,gray,the hertz corporation,13300.0,14800.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Nissan,Versa,1.6 S Plus,Sedan,automatic,3n1cn7ap4dl894504,ca,45.0,20379.0,blue,tan,lbs financial credit union,10400.0,10300.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Volvo,S80,3.2,Sedan,automatic,yv1940as5d1172076,ca,5.0,2477.0,black,black,volvo na company cars/world omni,26700.0,25750.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Nissan,Frontier,SV,Crew Cab,automatic,1n6ad0ev2dn761759,ca,43.0,15240.0,white,gray,exeter finance corp,22000.0,22750.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Sentra,SR,Sedan,automatic,3n1ab7ap6dl708901,ca,36.0,10688.0,black,black,nissan motor acceptance corporation,12850.0,14500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap9dn447420,ca,37.0,15690.0,white,black,nissan-infiniti lt,15000.0,17000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Porsche,Boxster,S,Convertible,automatic,wp0cb2a80ds132192,ca,42.0,25019.0,black,black,porsche financial services,48000.0,49500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Nissan,Sentra,SR,Sedan,automatic,3n1ab7ap5dl617389,ca,37.0,35011.0,black,black,nissan motor acceptance corporation,11500.0,12000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwdp7aj4dm419482,ca,27.0,36874.0,blue,black,avis corporation,11050.0,11500.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Toyota,Camry Hybrid,XLE,Sedan,automatic,4t1bd1fk2du077300,ca,31.0,37028.0,black,gray,lexus of valencia,17950.0,21000.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2013,Nissan,Sentra,SV,Sedan,automatic,3n1ab7ap6dl694420,ca,36.0,37293.0,red,black,merchants automotive group,10550.0,11100.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Frontier,SV,Crew Cab,,1n6ad0erxdn725028,ca,2.0,15035.0,gray,gray,jpmorgan chase bank n.a.,20300.0,19000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Toyota,Corolla,LE,Sedan,automatic,5yfbu4eexdp143851,ca,28.0,50451.0,blue,gray,onemain rem/coast to coast auto group,10500.0,10500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Scion,xB,Base,Wagon,automatic,jtlze4fe2dj042841,ca,42.0,16949.0,white,gray,bmw of riverside,13500.0,14500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,FJ Cruiser,Base,SUV,automatic,jtebu4bf7dk163319,ca,42.0,39437.0,orange,black,toyota financial services/avis budget group-open,26600.0,26500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Versa,1.6 S Plus,Sedan,,3n1cn7ap3dl888676,ca,43.0,30168.0,silver,black,fleet link services inc,9800.0,10500.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Nissan,Versa,1.6 S Plus,Sedan,,3n1cn7ap2dl861520,ca,2.0,19765.0,black,black,merchants leasing,10350.0,8600.0,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2013,Nissan,Cube,1.8 SL,Wagon,automatic,jn8az2kr2dt304554,ca,32.0,24437.0,white,beige,california republic bank,11350.0,12200.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Tacoma,Base,Access Cab,automatic,5tftx4cnxdx028456,ca,45.0,31326.0,—,gray,ge fleet services for itself/servicer,16950.0,18500.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Scion,FR-S,Base,Coupe,automatic,jf1znaa1xd2706429,ca,42.0,10912.0,gray,black,american road leasing inc,18350.0,20250.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2013,Volkswagen,Jetta SportWagen,S PZEV,Wagon,automatic,3vwpp7aj2dm636073,ca,42.0,38082.0,blue,gray,avis rac/san leandro,11050.0,12000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Corolla,LE,Sedan,automatic,5yfbu4ee1dp178956,ca,42.0,8649.0,black,gray,toyota financial services,12950.0,13000.0,Wed Dec 17 2014 13:00:00 GMT-0800 (PST)
2013,Nissan,Sentra,FE+ S,Sedan,automatic,3n1ab7ap3dl639052,ca,43.0,11338.0,gray,black,bank of the west,11000.0,12400.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Rogue,SV,SUV,automatic,jn8as5mt1dw510445,ca,44.0,12194.0,gray,black,nissan motor acceptance corporation,16000.0,16250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,automatic,3vwfp7at6dm653746,ca,29.0,39162.0,white,black,avis corporation,11350.0,12100.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,4Runner,Limited,SUV,automatic,jtebu5jr2d5116361,ca,49.0,52002.0,silver,black,avis rac/san leandro,30500.0,25900.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Sequoia,SR5,SUV,automatic,5tdzy5g1xds044408,ca,41.0,24592.0,black,gray,toyota financial services,30200.0,34000.0,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
2013,Nissan,Versa,1.6 S Plus,Sedan,automatic,3n1cn7ap9dl882803,ca,35.0,27953.0,red,black,fleet link services inc,10000.0,10000.0,Thu Jan 08 2015 11:30:00 GMT-0800 (PST)
2013,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa5ap0dc832068,ca,,37803.0,gray,black,hertz/tra,15150.0,2000.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2013,Volvo,S60,T5,Sedan,automatic,yv1612fs2d2200121,ca,42.0,19942.0,white,beige,volvo car financial service/world omni,15550.0,20000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Prius,Two,Hatchback,automatic,jtdkn3du0d5560845,ca,35.0,45805.0,silver,gray,avis rac/san leandro,14550.0,16200.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Subaru,Legacy,2.5i Premium PZEV,Sedan,automatic,4s3bmbc65d3033539,ca,1.0,24734.0,red,black,enterprise vehicle exchange / tra / rental / tulsa,15900.0,9800.0,Wed Dec 31 2014 15:05:00 GMT-0800 (PST)
2013,Nissan,Leaf,S,Hatchback,automatic,1n4az0cpxdc400130,ca,36.0,8485.0,black,black,nissan north america inc.,15150.0,15000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Versa,1.6 S Plus,Sedan,,3n1cn7ap8dl859609,ca,19.0,28786.0,white,black,jpmorgan chase bank n.a.,9850.0,7700.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Quest,SL,Minivan,automatic,jn8ae2kp6d9060236,ca,,22654.0,black,gray,alliance motor cars,23000.0,22800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Volkswagen,Passat,SE PZEV,Sedan,automatic,1vwbp7a38dc067453,ca,,37703.0,gray,—,volkswagen of stockton,12950.0,11900.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
